label,comment_processed
4,外形 外观 外观 惊艳 很超 符合 审美 拍照 效果 拍照 美颜 功能 真是 太棒了 运行 速度 运行 超快 吃 鸡 王者 压力 
0,手机 垃圾 要死 网络 卡成 网络 直接 会 断 网用 垃圾 手机 买 后悔 
4,肥肠 奈斯 
4,千元 价格 手机 性能 不错 游戏 能带 起来 没送 耳机 
0,体验 一下 觉得 买 后悔 充电 慢 音质 差 振动 实用 
4,手机 一段时间 评价 中间 换卡 有点 插曲 客服 耐心 解释 特别 屏幕 大小 够用 拍照 蛮 清晰 运行 速度 够用 平时 不怎么 玩游戏 使用 蛮 长时间 待机时间 长 没 毛病 这款 颜值 挺 高 非常 漂亮 
4,拍照 效果 像素 清晰 通信 音质 音质 清晰 充电 速度 非常 快 充电 不到 一个 小时 满血 复活 运行 速度 非常 快 没有 卡顿 赠品 力 原装 耳机 原装 充电器 套装 非常 实用 完全 不用 担心 充电器 丢失 因素 京东 商城 买 第二个 手机 兄弟 每人 一个 第一台 手机 差不多 四年 一直 喜欢 手机 支持 国产 物流 很快 头天 晚上 下单 第二天 白天 上午 送到 支持 京东 祝 京东 商城 越办 越 
4,老公 买 说 信号 以前 屏幕 清晰度 高 之前 好多 一直 忠实 粉丝 
0,手机 收到 体验 感 极差 没有 逾期 效果 主要 客服 服务态度 人工 客服 服务态度 极差 手机 收到 第二天 退 踏马 理由 退换货 踏马 屁话 最后 一次 买手机 建议 不要 买 非 想要 买 手机 一定 慎重考虑 
4,不错 邮到 自用 喜欢 下次 还会 选择 镜头感 不错 手感 不错 
4,手机 收到 已经 十几天 没有 问题 非常 满意 款 手机 已经 关注 很久 打折 手头 天下 单 第二天 手机 非常 轻巧 拍照 效果 确实 不错 这点 买 没有 失望 
1,屏幕 不灵敏 特别 边缘 喇叭 声音 山寨 机 那种 莫名 大声 系列 真的 像素 没 以前 系列 像素 想换 像素 好点 只能 说 必 有失 运行 速度 反应迟钝 特色 屏幕 按键 选择 要点 好几下 
4,帮 同事 买 一天 确实 不错 好用 
4,爱酷 不愧为 性价比 之王 手机 整体 非常 耐用 好看 手机 使用 非常 流畅 性价比 无敌 拍照 效果 非常 运行 速度 极为 流畅 屏幕 音效 
4,非常 购机 体验 游戏 块 不卡顿 颜值 高 
1,图 耳机 为啥 没有 
1,两天 评价 说实话 手机 理想 手机 手机 视频 没有 美颜 功能 特别 厚 傻大个 手机 反应迟钝 本来 想 退来 疫情 期间 没有 手机 玩 剩下 半个 屏幕 不然的话 不会 买 建议 慎重考虑 玩游戏 买 肯定 卡 手机 好像 三星 主板 会发 烫 送 耳机 重低音 京东 老 会员 一次 真的 失望 
2,下巴 有点 宽 感知 明显 
0,京东 购买 差劲 一个 手机 差劲 一次 服务 三千多 手机卡 手机 已经 换 一个 机器 第一部 到手 天 发现 卡顿 换机 半个 月 第二部 发过来 直接 测试 发现 严重 卡顿 京东 回访 问题 说 要求 退货 京东 失望 早 知道 第一部 发现 问题 应该 退货 
4,先说 游戏 性能 王者 流畅 一批 中等 性能 玩 八个 小时 充电 四十多分钟 充满 发热量 低 散热 比较 优秀 屏幕 色彩艳丽 系统 流畅 秒 开 应用 外放 音质 方面 差 颜值 爆表 特别 值得 推荐 
4,老婆 买 手机 买手机 多款 最终 买 款 手机 拍照 自拍 像素 老婆 爱 拍照 几天 流畅 充电 快 续航 还行 知道 天玑 芯片 以后 咋样 老婆 打游戏 买 这款 整体 看来 不错 
1,月 号 买 号 到货 没用到 一个月 出现 一次 解锁 界面 卡住 动 不了 现象 难以想象 没到 一个月 手机 会 出现 状况 
4,买 几个 牌子 手机 
0,手机 放 音乐 卡 手机 玩游戏 发烫 明天 退货 真的 服 
4,手机 美观大方 手感 轻薄 声音 清晰 听 音乐 音量 特意 两天 评价 指纹 人脸 解锁 快 运行 速度 快不花 烫 拍照 效果 
0,一天 需要 充两到 三次 电 
2,忘记 说 一点 满意 只能 刚 一张 卡 
4,一周 整体 感觉 不错 使用 习惯 原来 华为 差不多 拍照 清晰 微云 台 有用 拍 视频 稳 很多 分 普通 拍照 长焦 拍摄 光线 不太足 看出 效果 
2,女朋友 买 几款 光学 显微镜 一点 性能 一班 知道 问题 段时间 改卡顿 一次 一个 块 手机 刚买 确实 性价比 高 
0,赠品 拖 发货 建议 购买 
4,手机 父亲 买 希望 喜欢 网上 多次 购买 手机 希望 不要 失望 去年 买 充电 性能 块 电池 耐用 后续 加 
0,特别 卡在 网好 地方 卡看 电视卡 打游戏 卡 信号 一点 稳定 体验 不佳 差评 
2,充电器 有人 用过 没 
1,商品价格 稳定 有点 违反 公平交易 原则 消费者 购物 后要 关注 商品 交个 变化 影响 购物 体验 
0,京东 糟糕 购物 体验 没有 充满 欺诈 购买 时 京东 客户 确认 合约 机 话费 套餐 满足条件 享受 优惠 优惠 部分 无需 扣款 购买 一个月 京东 白条 银行卡 扣款 一查 知道 优惠 价格 转换成 月 分期 支付 分期 利息 总共 元 合约 套餐 优惠 用得着 分期 打电话 客服 抱歉 无法 处理 
0,买 完 降价 不能 补 差价 差评 主要 降价 不错 没 问题 
4,手机 收到 质量 非常 性能 性价比 并存 外观 很漂亮 拍照 清晰 效果 不错 续航 能力 强 充电 快万快 充分 钟 充满 品牌 起来 非常 放心 满意 
4,收到 暂时 
4,活动 手机 人机工程 做 不错 挺 舒适感 很强 手机 缝隙 严实 不用 担心 灰尘 性能 方面 挺好玩 游戏 顺畅 卡机 会员 送 原装 耳机 音效 效果 不错 千元 手机 性价比 高 总体 性能 
0,拍照 效果 一点 清晰 满意 外形 外观 外观 有点 带 蓝色 差不多 全是 黑色 特色 前置 摄像头 黑边 太深 没有 耳机 
4,老婆 说 挺 手机 反应 快不卡 
4,颜值 外形 外观 喜欢 屏幕 音效 好好 拍照 效果 不错 
2,经常 网络 头疼 
0,垃圾 手机 玩个 王者 荣耀 卡 
0,描述 差太远 新机 卡 耗电 超级 快 
0,超级 不耐电 
2,厚 没 想象 反应 一般般 触碰 需要 多点 几次 着急 手机 懒得 退 
2,刚 拿到 手 感觉 包装 不错 配件 齐全 打开 颜色 喜欢 运行 速度 挺快 戴上 手机 壳 感觉 太厚 板砖 先是 应用软件 进行 升级 感觉 网速 挺快 安装 久 安兔 兔 测评 万分 出乎意料 拍 几张 照片 预期 差距 也许 没 开发 明白 考验 考验 
2,刚 买回来 连不上 蓝牙 换 一个 
4,外观设计 漂亮 尺寸 大小 合适 包装 仔细 完整 宝贝 手感 不错 感觉 发货 速度 快 服务态度 一流 力星 好评 质量 结实 安装 方便 安装 方便 满意 一次 购物 
0,原装 耳机 手机 耳机 孔 不配 一点 阻力 没有 感觉 一圈 手指 使劲 压住 声音 手指 累 一松 声音 没有 
4,非常 好用 不论是 系统 页面 很大 优化 摄像头 像素 够 
0,质量 服务 差 遇到 问题 推 处理 
2,很棒 屏幕 唯一 缺点 通话质量 不大行 音质 没 之前 两年 红米 
4,外形 外观 颜色 特别 品味 运行 速度 非常 流畅 待机时间 间 相当 长 拍照 效果 特别 清晰 细腻 屏幕 音效 重低音 效果 不错 
2,电池 不够 每天 上班 联系 用到 半 下午 没电 带 充电 线 身上 
2,手机 东西 没有 送 耳机 手机 壳 没有 以前 觉得 京东 购物 越来越 不划算 
2,带电 量 特别 充满 电 只能 一天 玩游戏 
4,外形 外观 外观 时尚 大方 简洁 颜色 柔和 很漂亮 屏幕 音效 屏幕 清晰 稳定 看着 舒服 拍照 效果 效果 起来 舒服 方便 以前 手机 提高 一个 档次 运行 速度 速度 很快 不错 
2,手机 一段时间 感觉 容易 发热 同价位 华为 感觉 很多 
1,拍照 效果 
4,手机 昨天 买 今天 京东 快递 真的 很快 外形 外观 整体 手机 外观 好看 手机 颜色 很漂亮 运行 速度 整体 手机 运行 性能 速度 很快 没得说 手机 优化 
4,外形 外观 高端 大气 上档次 屏幕 音效 感觉 新颖 爱不释手 拍照 效果 美颜 效果 运行 速度 玩游戏 没 问题 待机时间 验证 总体而言 款 手机 不错 运行 速度 快 屏幕 反应 迅速 
2,真差 
0,手机 外音 问题 客服 老是 推卸责任 不说 重点 不想 说 垃圾 手机 买 不到 一个月 说 系统 可能 兼容 
4,物流 很快 发售 第二天 到手 外观 时尚 后盖 太 出彩 令人 惊艳 不同 角度 不同 色彩 设计师 太有 音效 立体声 比较 明显 拍照 像素 够 高 清晰 运行 速度 杠杠 待机时间 追评 反正 令人满意 感谢 京东 提供 一次 愉快 购物 体验 
2,手机 外观 不错 非常 喜欢 
0,拍照 像素 太 模糊 
2,待机时间 重度 使用 只能 撑 半天 充电 速度 很慢 没 之前 旧 手机 充 快 特别 充边 小时 充 电量 特色 拍照 不错 外观 好看 允许 速度 网络 信号 充电 这块 真烂 
0,手机电池 不行 
0,清晰度 两年 前 买 红米 清晰 
0,无力 吐槽 产品质量 疑问 申请 换货 中间 客服 电话 无数次 终于 换 新货 一看 之前 手机 旧 手机卡 槽 里 预置 卡片 取出 新手机 里 没有 不想 浪费 时间 精力 购物 答复 感觉 手机 质量 问题 客服 沟通 一致 说好 换 新 老 手机 店铺 诚信 表示 怀疑 
0,产品 功能 极度 差 家里 同样 连接 笔记本电脑 不会 掉线 产品 一天 掉线 连接 不上 多次 掉线 连接 不上 之后 长时间 严重 怀疑 产品 内置 无线连接 功能模块 问题 建议 想 购买 小伙伴 慎重考虑 严重 差评 以前 手机 连接 从来 没 出现 这种 情况 
4,买 选 好长时间 最终 确定 没有 失望 值 价 
4,款 手机 说 只能 说 高端 大气 上档次 起来 非常 流畅 屏幕 非常 非常 流畅 舒适 没 毛病 游戏 支持 很棒 一款 国产 良心 非常 喜欢 款 机器 不错 
0,垃圾 手机 
4,第一次 购买 手机 手机 拿到 手 喜欢 手感 轻薄 微光 颜色 好看 很值 外形 外观 喜欢 拍照 效果 拍照 功能 多样 蔡司 摄像头 很棒 
4,性价比 高 系统 好用 外观 好评 忘记 拍图 
0,手机 买 两个 月 时间 多次 出现 闪退 闪退 以后 必须 强制 重启 手机 正常 使用 微信 视屏 听见 声音 看不见 电话 明明 已经 接听 是否 接听 界面 电话 已经 挂断 手机 是否 接听 界面 强制 重启 根本 没有 办法 使用 
0,收到 手机 第三天 降价 客服 说 保价 同意 后面 客服 协商 说 七天 理由 退货 货 退回去 说 少个 背 贴 扣 块钱 背贴 没见 手机 清单 上面 没有 肯定 同意 客服 手机 退回来 后面 求助 京东 客服 京东 补贴 块钱 后面 官方 旗舰店 客服 说 同意 扣 块钱 退货 旗舰店 客服 就让 手机 拒收 退回去 现在 退回 天 没人 联系 一问 客服 说 知道 钱 一直 不退 没人 联系 处理 难道 手机 退回去 石沉大海 钱 打算 退 三千多 
0,电池 耐用 头 一次 买 没有 华为 小米 京东 物流 很快 
1,不怎么 电池 一天 不够 有点 发 热点 屏幕 没 反应 要点 几下 感觉 旧 手机 
0,你家 店铺 购买 一台 手机 半个 月 出现 问题 自动关机 后开 不了 机 申请 换货 换 半个 月 刚 收到 打开 指纹 之前 问过 客户 会 不会 寄回 二 手机 说 保证 不会 会 寄 一台 全新 没想到 打开 留下 手指 纹 这种 店铺 谱 欺骗 消费者 现在 发现 第一台 新机 刚 拿到 直接 现在 申请 退货 一个 星期 处理 见意 不要 上当受骗 已经 一个 受害者 
2,外形 外观 挺 好看 屏幕 音效 行 拍照 效果 送 手机套 没有 保护 摄像头 运行 速度 有时候 感觉 没 快 特别 玩游戏 竟然 老 出现 白屏 买手机 现在 十天 不到 出现 四次 白屏 不想 退货 太 麻烦 待机时间 挺 
0,直播间 下单 说 收到 手机 暗号 送 充电 宝 现在 客服 现在 说 直播 暗号 严重 鄙视 讲 诚信 行为 本来 买 三星 后来 觉得 支持 一下 国产 心疼 
2,手机 功能 行 电板 真 耐用 
4,颜值 真是太 高 顺手 机器 超薄 手感 性价比 高 喜欢 
4,手机 已经 收到 包装 完好无损 手机 颜值 特别 高 不同 角度看 显示 不同 颜色 一共 买 两个 手机 一个 黑色 一个 星云 家里 老人 买 相信 京东 
0,发现 样机 上面 多用 痕迹 
0,待机时间 短 可怕 旧 手机 运行 速度 游戏卡 不得了 
2,外形 外观 外观 挺 屏幕 音效 拍照 效果 这是 主打 自拍机 说 夸张 拍照片 没 介绍 机子 带 颜色 特深 红包 颜色 像是 橙色 正常 手机 那种 颜色 总得来说 价格 真的 偏贵 
4,手感 不错 运行 很快 方面 不错 好评 
4,外观 很漂亮 顺手 超级 喜欢 支持 支持 步步高 品牌 值得 信赖 
1,说 有好有坏 拍照 确实 不错 奈何 用户 体验 实在 不行 买 过来 出现 以下 情况 任务 列表 卡 一起 侧边 滑不动 感觉 手机 运行 比较慢 手机 比较 薄 续航 比较 差 打字 容易 误触 升级 之后 侧边 滑不动 开机 重启 恢复正常 指纹 解锁 慢 稍微 位置 不灵敏 拍照 以后 打算 买 
4,大小 合适 手握 方便 玩游戏 屏幕 音效 够用 不卡顿 处理器 速度 轻度 使用 一天 没 问题 拍照 够用 整体 使用 满意 
4,手机 收到 老婆 买 颜色 非常 漂亮 老婆 喜欢 拍照 功能 拍 照片 清晰度 太好了 处理器 联发科 高端 处理器 运行 流畅 不卡顿 
1,千万别 买 吃 鸡 画质 超高 清 不能 开 
0,手机 太卡 建议 购买 
0,手机 里面 下载 音乐 知道 是不是 用过 
2,手机 信号 不怎么 好人家 打电话 进来 经常 不通 
4,超级 好看 老爸 喜欢 
4,费电 超跑 油耗 
4,老人 买 不错 挺 充电 速度 很快 
0,真的 无语 刚 买 到手 直接 降价 逗我 玩 千万头 狂奔 
4,一直 特别 喜欢 用大 品牌 值得 信赖 家里人 买手机 直接 选手 感 轻薄 电池 充电 快 全面 屏 看着 特别 舒服 
4,几天 评价 一下 非常 漂亮 漂亮 不想 手机 壳 挡住 保护 要用 主打 拍照 效果 真的 选择 原因 没 失望 处理器 不能 游戏 手机 玩 几个 游戏 没有 卡顿 不错 
1,网速慢 上网 好卡 电池 行 
4,下单 本来 想 情人节 送 媳妇 号 疫情 影响 算 理解 拆开 包装 心情 好点 外形 时尚 大方 手机 运行 速度 很快 拍出 照片 画面感 像素 高 音效 下来 强 终于 媳妇 下来 
1,打游戏 闪退 
2,买 第二天 降价 
0,刚刚 买 几天 降价 一百多 不能 价格 保护 后面 买 送 东西 
0,买 有时候 卡顿 电池 超级 耐用 无法 表达 愤怒 
2,服务态度 太 差 尤其 电话 客服 
0,触摸屏 效果 很差 很多 点 没有 反应 
4,颜值 不错 反应速度 很快 非常 喜欢 内存 超大 超 满足 以后 再也 提醒 内存 满 
4,京东 自营 值得 信赖 
4,说 购物 愉快 我爸 手机 丢 紧急 京东 买 一个 没想到 快 送过来 没有 影响 我爸 手机 使用 需求 电子产品 京东 买 外形 外观 大气 舒服 待机时间 续航 给力 
2,外观 漂亮 屏幕 清晰 桌面 自定义 好用 手机 有点 适合 手小 买 手机 壳 指环 会 掉 吐 槽 电池 从不 打游戏 情况 下用 不了 一天 像素 不好比 以前 旧 手机 苹果 像素 差多 特别 晚上 拍照 拍动 物体 时 清晰 客服 说 光线 问题 
0,昨天 到货 搞 活动 降价 三百 
4,手机 拥有 非常 快 充电 速度 搭载 同价位 段 机型 中 少见 闪充 技术 分钟 手机 电量 充至 满值 十分 耐用 电池 玩游戏 畅通 暂时 没有 问题 
4,运行 速度 下载 东西 速度 特别 快 新手机 终于 出生地 东北 一圈 回来 外形 外观 个人 喜欢 蓝色 果断 挑选 太空 蓝 手机 摸 很沉 
1,特色 手机 发热 快 耗电量 快 
2,帮别人 买 买 降价 不能 保价 
2,外形 外观 略显 厚重 边框 很丑 颜值 太低 运行 速度 速度 很快 性价比 高 
4,这款 手机 说 只能 说 国产 荣光 品质 格局 拿捏 非常 到位 游戏 支持 非常 给力 手机 
0,手机 有点 厚 掉价 有点 价格 坚挺 牌子 会 失去 人心 
