评论,评分,label,comment_processed
其它可以，使用十几天，突然出现触摸反应变慢 ，出现一次花屏现象,3,2,使用 十几天 突然 出现 触摸 反应 变慢 出现 一次 花屏 现象 
个人建议打游戏的不要入手，有点卡，反应有点慢,3,2,个人 建议 打游戏 不要 入手 有点 卡 反应 有点 慢 
耳机孔明显有问题 ，还得去线下看看情况，好麻烦,3,2,耳机 孔 明显 问题 线下 看看 情况 麻烦 
玩原神老是闪退耗电也有点快不怎么好,2,1,玩 原神 老 闪退 耗电 有点 快 不怎么 
无线网络连接，但无法使用无线网,3,2,无线网络 连接 无法 使用 无线网 
"感觉播放器有点问题,音质不好",3,2,感觉 播放器 有点 问题 音质 不好 
网络不稳定和我原来的Z1放一起这个网络竟然打不开老是G网络不稳定,2,1,网络 稳定 原来 放 一起 网络 竟然 打不开 老是 网络 稳定 
手机还行，但是服务超差，可以用垃圾评价,3,2,手机 行 服务 超差 垃圾 评价 
买贵了点，打游戏还是有点卡顿不够快！,3,2,买贵 点 打游戏 有点 卡顿 不够 快 
一般般，什么送的也没有，就那样吧,3,2,一般般 送 没有 
电量续航时间不行，没咋玩没电了,3,2,电量 续航 时间 不行 没 咋玩 没电 
连个耳机多没，手机信号接收差，,3,2,耳机 没 手机信号 接收 差 
没有想象中惊艳！运行还算稳定。,3,2,没有 想象 中 惊艳 运行 算 稳定 
安装一个酷狗，10分钟了还显示安装中，卡的一比。,3,2,安装 一个 酷狗 分钟 显示 安装 中卡 一比 
手机有明显翘过的痕迹，个人认为翻新机！,2,1,手机 明显 翘过 痕迹 个人 认为 翻新 机 
！！！！,2,1,
下单时显示有赠品，然后货到了没有，问客服都是机器人。然后现在页面上还是显示送耳机。服务方面不敢恭维。手机刚拿会来，目前没发现问题。,2,1,下单 时 显示 赠品 货到 没有 问 客服 机器人 现在 页面 显示 送 耳机 服务 方面 不敢恭维 手机 刚拿会 目前 没 发现 问题 
都一般般，其他的地方就没有很出众的地方,2,1,一般般 地方 没有 出众 地方 
待机时间：不玩也就只能用一天，再说谁买手机来是不不拿来用的，,2,1,待机时间 不玩 只能 一天 买手机 拿来 
说实话，一般般，没有想象中那么好,3,2,说实话 一般般 没有 想象 中 
一分钱一分货，感觉还不如我的荣耀9X，唉,2,1,一分钱 一分货 感觉 荣耀 
还好吧，就是物流有点慢，像素勉强可以吧，喜欢拍照的建议就不那个了,3,2,还好 物流 有点 慢 像素 勉强 喜欢 拍照 建议 
这是第二次买这款手机了，还是其他的都好，就电量不够用，一天两充,3,2,这是 第二次 买 这款 手机 电量 不够 一天 两充 
手机用起来还可以，就是少了张膜，我老婆一拿到手，就说膜都不送一张,2,1,手机 起来 少 张膜 老婆 拿到 手 说 膜 送 一张 
屏幕音效：屏幕跳触 打游戏的时候边充电边玩，手指会挡住麦克风,2,1,屏幕 音效 屏幕 跳触 打游戏 充电 边玩 手指 会 挡住 麦克风 
一般吧，用了快半了，容易发烫,3,2,快 半 容易 发烫 
已经用半月了，刚刚去看，降价了，我天真的以为我不会遇到这种情况，已经过了时间，没办法申请价保了,2,1,已经 半月 刚刚 降价 天 真的 不会 遇到 这种 情况 已经 时间 没 办法 申请 价保 
整题还行，感觉打游戏卡，打王者开黑时老是回不到房间,3,2,整题 行 感觉 游戏卡 王者 开黑时 老 回 不到 房间 
数据线好短，还没耳机，也是醉了,3,2,数据线 短 没 耳机 醉 
买的6+128的，只能扩容1g这不是明摆着唬人吗,2,1,买 只能 扩容 明摆着 唬人 
电池不行，不玩游戏只看新闻与微信几个小时就只有78个电了,3,2,电池 不行 玩游戏 新闻 微信 几个 小时 电 
不联系买这个手机，偶尔会断信号，换了一台，频次少了，还是会走。拍照也是真差。同价位，建议买红米。,2,1,联系 买 手机 偶尔 会断 信号 换 一台 频次 少 会 走 拍照 真差 同价位 建议 买红米 
12+128g，使用后没感觉又多好，和6+128等差不多的速度，可能和cpu的品牌有关吧,3,2,使用 没 感觉 差不多 速度 可能 品牌 
带电不行  才几天  手机有点卡顿了,3,2,带电 不行 几天 手机 有点 卡顿 
一分价钱一分货质感差，做工差，开机键活动,2,1,一分 价钱 一分货 质感 差 做工 差 开机 键 活动 
客服差，说我把手机刮坏了，我根本就没用她的破手机，一个破卡针还要扣钱，爱**吧，以后再也不买vivo，京东要是这么办事的话，我也考虑卸载了,3,2,客服 差说 手机 刮坏 根本 没用 破 手机 一个 破卡针 扣钱 爱 以后 再也 不买 京东 办事 考虑 卸载 
机器是9月12号生产，但是外包装是后封机器，不知道有什么猫腻，不过机器肯定是真的，心里还是别扭,2,1,机器 月 号 生产 外包装 封 机器 知道 猫腻 机器 肯定 真的 心里 别扭 
玛德，刚过价保就降价了，手机不错，就是单纯不爽。,2,1,玛德刚 价保 降价 手机 不错 单纯 不爽 
用了几天  打会游泳手机会出现发热现象    充电的时候也会发热,3,2,几天 打会 游泳 手机 会 出现 发热 现象 充电 会 发热 
手机容易发热  电池容量大 但是不经用,2,1,手机 容易 发热 电池容量 不经用 
这是我所有手机中信号接收最差的手机没有之一，动不动就没网络,2,1,手机 中 信号 接收 最差 手机 没有 一动不动 没 网络 
手机买到手后10天就开始掉价190，机器耗电快，反应迟钝,3,2,手机 买 到手 后天 掉价 机器 耗电 快 反应迟钝 
手机充电的时侯充电头会发烫，不知道有没有危险！,3,2,手机 充电 时侯 充电 头会 发烫 知道 有没有 危险 
进入每一个本机的软件都需要更新，手机更是开机就直接提示更新了两次，不知道为啥，是都这样么,3,2,进入 一个 本机 软件 需要 更新 手机 更是 开机 直接 提示 更新 两次 知道 为啥 
手机有点厚重，背壳是塑料的手感一般，最主要的是买了没一个月现在比买时价格又跌了200块钱，当时我还是赶着vivo活动买的，不爽。,3,2,手机 有点 厚重 背壳 塑料 手感 主要 买 没 一个月 现在 比买时 价格 块钱 当时 赶着 活动 买 不爽 
其他还好就是感觉电池有点不对劲   有点耗电 没有上面说的正常待机,2,1,还好 感觉 电池 有点 不对劲 有点 耗电 没有 上面 说 正常 待机 
手机可以，物流太慢，电池不耐用，还是我自己取货。,3,2,手机 物流 太慢 电池 耐用 取货 
感觉有点卡，还行，手机有点厚，打开包装感觉不像新机，后来还查了是新机,3,2,感觉 有点 卡 还行 手机 有点 厚 打开 包装 感觉 不像 新机 后来 还查 新机 
耗电有点快，而且联发科的处理器也就那样，不过闪充好评,3,2,耗电 有点 快 联发科 处理器 闪充 好评 
手机刚收到还没使用，比天猫vivo官方旗舰店要贵，而且也没送耳机,3,2,手机 刚 收到 没 使用 比天 官方 旗舰店 要贵 没 送 耳机 
外形外观：还行屏幕音效：一般，勉强过得去其他特色：用电太快，电池有问题。,2,1,外形 外观 行 屏幕 音效 勉强 过得去 特色 用电 太快 电池 问题 
打电话，接电话会自动关掉，造成接不起电话，再重新播一次才正常,3,2,打电话 接电话 会 自动 关掉 造成 接不起 电话 重新 播 一次 正常 
拍照效果：拍照效果真的没有几千万像素的效果，都不怎么清晰，有点模糊！,3,2,拍照 效果 拍照 效果 真的 没有 几千万 像素 效果 不怎么 清晰 有点 模糊 
耳机都没有送，就只有这些，也不是vivo公司出厂的买错了，可以退货吗？,2,1,耳机 没有 送 公司 出厂 买 错 退货 
外形外观：屏幕与外框缝隙太大，不知道永久了会不会开胶。待机时间：玩了一盘游戏30分钟，掉了30的电。,3,2,外形 外观 屏幕 外框 缝隙 太大 知道 永久 会 不会 开胶 待机时间 玩 一盘 游戏 分钟 掉 电 
下面屏幕有一条白横线，还有就是屏幕最下面黑暗的，这属于正常吗,3,2,下面 屏幕 一条 白 横线 屏幕 下面 黑暗 属于 正常 
偶尔会卡，电池不怎么样，但是还能应付，触屏效果不是很好有点不精准，不敏感，有时候还没效果。玩游戏不错吃鸡。,2,1,偶尔 会 卡 电池 不怎么样 应付 触屏 效果 有点 精准 敏感 有时候 没 效果 玩游戏 不错 吃 鸡 
一般吧，不是很满意。当个备用手机,3,2,满意 备用 手机 
玩游戏烫手、卡、充电发热、已退货！,3,2,玩游戏 烫手 卡 充电 发热 退货 
新手机上面为什么会有***抖音腾讯番茄小说?,3,2,新手机 上面 会有 抖音 腾讯 番茄 小说 
目前用了两天，浏览京东竟然出现两次闪退，听说这个屏幕贴膜不好贴？,3,2,目前 两天 浏览 京东 竟然 出现 两次 闪退 听说 屏幕 贴膜 不好 贴 
不送耳机，还不支持放双卡。其他的还没发现什么问题。用几天再来追评。,2,1,不送 耳机 支持 放双卡 没 发现 问题 几天 再来 追评 
送的赠品和在说直播间说的不一样  让我拿证据 录播的不是一整天 让我怎么弄,3,2,送 赠品 说 直播间 说 让我拿 证据 录播 一整天 怎么弄 
刚买一天就降价吗？？？,3,2,刚买 一天 降价 
每次退货都不好意思，但出钱就是想买个心怡，外观搭配不好，屏边该用白色才料做，感觉掉档次，,3,2,每次 退货 不好意思 出钱 想买个 心怡 外观 搭配 不好 屏边 该用 白色 才料 做 感觉 掉 档次 
本来手机我还是满意的，但是基于客服态度不好，还有发放耳机拖拖拉拉，我只能折中给个中评了！五星好评就别想了！呵呵！,3,2,本来 手机 满意 客服 态度 不好 发放 耳机 拖拖拉拉 只能 折中 中评 五星 好评 就别 想 
手机收到已经，用了不知质量如何。外壳不是很理想。希望寿命长点，售后好点。,3,2,手机 收到 已经 不知 质量 外壳 理想 希望 寿命长 点 售后 好点 
我感觉评价包装和送货情况一点也没意思，试玩了一天感觉把声音调到最大有点轻度杂音，其它没发现什么问题,3,2,感觉 评价 包装 送货 情况 一点 没意思 试玩 一天 感觉 声音 调 最大 有点 轻度 杂音 没 发现 问题 
用的没有两个月就开始卡了，打游戏倒不卡，,3,2,没有 两个 月 卡 打游戏 倒 不卡 
比实体店贵100.心情不好,3,2,实体店 贵 心情 不好 
送耳机的，说所在地没有耳机，要求我删除赠品，否则无法下单。。。这波操作优秀,3,2,送 耳机 说 所在地 没有 耳机 要求 删除 赠品 无法 下单 这波 操作 优秀 
给我妹买的，说是无端发热，掉电快，其他没有什么问题,3,2,我妹 买 说 无端 发热 掉电 快 没有 问题 
速度还不错试了半天，百分之20电量的时候，一会电就没了，系统不太习惯。已经协商退了,3,2,速度 不错 试 半天 百分之 电量 一会 电 没 系统 不太 习惯 已经 协商 退 
手机黑屏过一次，关机重启后才正常了；希望之后不会再有这个情况，不然就退了。,3,2,手机 黑屏 一次 关机 重启 正常 希望 之后 不会 情况 退 
外形外观：外观不错，本来有送耳机的，收到货后发现没有耳机，问客服说只有老用户才有，可购买页面明明是有送的的。后来过了几天耳机才发货。,3,2,外形 外观 外观 不错 本来 送 耳机 收到 货后 发现 没有 耳机 问 客服 说 老 用户 购买 页面 明明 送 后来 几天 耳机 发货 
商品不错，但在处理出现订单已完成，而买家并未收到货的事件时服务上有问题，商家有责任并有义务保证商品完整的送到买家手里，而不是只管卖货发货,3,2,商品 不错 处理 出现 订单 完成 买家 并未 收到 货 事件 时 服务 问题 商家 责任 义务 保证 商品 完整 送到 买家 手里 只管 卖货 发货 
昨天买的今天收到，一看官网又掉了60元京东怎么这么不靠普，机子待用。,2,1,昨天 买 今天 收到 看官 网 掉 元 京东 不靠 普 机子 待用 
没耳机。啥都没。。。。?????,3,2,没 耳机 没 
双十一买的，到现在才一个多月，最近老是出现断网情况，数据网络自动断网，大家谨慎选择,2,1,双十 一买 现在 一个多月 最近 老是 出现 断网 情况 数据网络 自动 断网 谨慎 选择 
不大好，用了不到一个月，手机插上耳机，外放的声音还是能停到,2,1,不大好 不到 一个月 手机 插上 耳机 外放 声音 停到 
手机有时会有过热现象，以及开屏时界面模糊,3,2,手机 会 过热 现象 开屏 时 界面 模糊 
为什么没有耳机？接货时间外包装还有压伤漏洞不是急着用，我都会退。感觉一般般。,3,2,没有 耳机 接货 时间 外包装 压伤 漏洞 急 会 退 感觉 一般般 
十年了，一直用vivo，平常都挺好，这次的，呵呵了，反应迟钝，还没我用了两年的老手机反应快！！！！！！,2,1,十年 一直 平常 挺 反应迟钝 没 两年 老 手机 反应 快 
打游戏要闪退啊怎么？,2,1,打游戏 闪退 
拍照效果：还可以?其他特色：用了一个小时左右就开始发热烫手散热效果差,2,1,拍照 效果 特色 一个 小时 左右 发热 烫手 散热 效果 差 
