content,creationTime,nickname,referenceName,content_type
安装费要了280还是300。不是说超过200就只收200吗？ 有强制消费。热水器挂墙上的架子必须买不买不给安装！家里老人在家盯着的 也被强制消费了。,2017-09-18 22:15:45,杨***臭,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
绝对是水货，后悔死了，开了一个多小时，才加热到三十几度，而且安装还收了200块，之前用的其他品牌的热水器，5分钟就烧到六十多度了，美的太让我失望了，奉劝大家谨慎购买！,2017-09-16 22:06:43,ycx20150909,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装花了265，说墙打孔不行要安支架一个支架150，关键我家是新房子安装特别简单，不知道有没有必要就找我要那么多钱。反正我们都不懂只能听安装人员的。态度还是不错的。,2017-09-06 08:57:28,星***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
美的的安装太坑人，我给老丈人家换的新的热水器。说好免费安装了，挂墙安装还要打孔费，原来能用的角阀和水管都得换，以这些乱七八糟的理由骗钱！以后买美的的人，要小心了！,2017-10-07 13:07:40,j***華,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
售后差的一比吊糟。安装了五六天才弄好,2017-09-18 10:16:56,j***z,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"这个热水器一点也不保温，智能，以前老式的热水器关了电源之后，依然用一定量的热水用，这个关闭热水器开关，水就彻底凉了，跟能马上制冷似的。
唯一优点加热快",2017-09-28 07:31:21,1***i,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
东西是送过来了，价值899的东西，安装费都用了100，不想说其他的了，真心坑！,2016-06-24 17:42:26,jianwei_maav,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
这是我在京东买东西送的最慢的一次，11天，要不是我打电话问问，我估计过年的时候能不能送到都是问题！不过送货小哥挺好的！一星是给送货小哥的！,2016-06-29 15:30:45,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
报装还要另收费，装都没装好，根本就不能用，只是挂在墙上当摆设，光看不能用，售后服务太差劲，收了费就不管了，说什么不是服务范围内的事，太气人了，都不能让客户真正的用上，买了等于没买，还要浪费钱与时间,2016-06-26 15:21:52,m***Q,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器烧水太慢，水量太少，我一男的，洗澡水根本不够用，只能快快的冲一下，烧到75度开始洗澡，一开没多久温度刷刷往下降，两下子水就凉了。,2017-10-24 00:59:20,我***吱,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
电器还没用，安装工人不咋滴心太黑，用一般的材料，多要了一倍的材料钱，和客服反应了，也没个结果，算了，你也就能骗我这一次了，好了就这样吧！,2017-09-19 17:12:32,j***s,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
这热水器的混水阀丑的要死，非常丑，热水器买得起安装不起，反正买得很后悔，装个热水器费了30几个电话，瓷砖还被打裂了,2017-09-09 19:48:44,j***c,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
美的服务太差，要求安装师傅告知大概什么时候去我家安装，我大概做哪些准备都做不到。一直和我说，师傅去之前和我联系；后来居然和我发火。,2017-10-06 09:17:59,jd_693058179,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装费用太高，买的时候说安装费用不超过200元，结果总计收费260元，特恶心！不给钱不给安装！！！投诉也没用！！！！！！真无语！,2017-10-13 08:36:36,封***术,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
买完了第二天   就把保修叫来了   里面的加热坏了  然后师傅换了一个新的加热。京东的质量真是让人堪忧啊,2016-09-18 12:55:23,j***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
我一分给安装的，来了以后说电源插板不行，安装不了。我一生气不要安装了，我自己装的。怎么有这样售后。美的养你们干嘛的。,2017-09-22 15:54:18,a***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
很不满意的一次购物，市场和这一样的才899，而京东居然卖到1099，然后减去100。还是比市场贵100元！京东太黑了,2017-09-14 08:22:26,j***信,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
装上没几天就漏水，维修师傅过来紧了两个螺丝没事了，现在这么大的厂家出库这么不严谨了吗？这样出厂算不算合格产品？,2017-10-17 12:26:14,b***r,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
太失望了，不知道是不是因为活动买的，买的便宜，就给发个坏的，显示屏是坏的，真的不要图便宜啊,2017-09-12 10:37:01,j***z,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
东西买了 到今天也没给安装 京东的东西 京东应该负责和美的沟通 而不是只推给美的售后 不然从网上买它干嘛,2017-10-19 17:32:22,j***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
绝对价格欺骗，标价1099，实际收费1199。建议大家不要买了。这一颗星是给安装师傅的，安装非常到位！,2017-10-15 20:29:44,zhujunda01,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
下单了骗我说没货要到年后，最后一再沟通将快递送来了，用着还可以，水温不好调节，没给安装，还是自己装的，迟迟不肯安装。,2017-03-28 21:34:51,c***a,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
配件太差，好多配件没有赠送，陶保价格一样送的东西多！安装自己找的，客服也没联系。这服务我也是服了！,2017-10-03 21:29:31,j***z,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装需要额外加钱的，而且各种配件都不带，师傅安装费三百块，包括几个常规东西。电子遥控也没有啊！,2017-10-09 15:52:27,天津山峰工具有限公司,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东的7天无理由退货要收取30块运费的，既然无理由退货要收取费用为何不在醒目的地方标注？？,2017-10-19 11:21:24,j***者,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
产品还不知道怎么样，还没用，就是安装不好有收了我200多，合下来我花了1300多卖的热水器,2017-10-08 19:57:39,j***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
买了两个一样型号只是升数不同的电热水器，结果50升的配了淋浴器，80升的不配&hellip;真是奇葩了。作为京东老客户的第一次差评，贡献给美的,2017-10-13 20:08:24,K***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
啥破玩意，还没用，热水烧不出来，售后去了两次,2016-09-29 22:36:40,L***朵,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
价格降了不给我退差价，当天突然涨价，只能用家电下乡，但是全下来还是贵了很多,2017-10-15 19:28:26,枫***落,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
东西不错，可是安装师傅装得不论不类，第一次见装这么差的热水器。还收费那么贵,2017-10-09 04:12:37,q***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
一次没用 一直显示e1. 还几把收190材料费   就几个弯头  真的服了,2017-10-07 17:39:48,粤***国,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
来安装的那个我跟你说你就像收高利贷一样，用了那么一点东西就收了一百多块。真的很过分。,2017-06-24 21:29:36,1***p,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装费不是200封顶吗？为什么我的超出200还要多收费？而且安装完还漏水？服务呢？,2017-06-24 21:51:51,j***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装人员服务特别差，乱收费，没有安装就走了,2017-09-06 13:56:00,m***s,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
问发票全是客服自动回复，公司账，怎么弄？这样一直不开票是什么意思？,2016-09-27 08:14:56,韦***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
买一个电热水器几百块，安装零件费都要一百多块，这个世道啊，只能是我们买家吃亏？,2017-06-26 13:23:02,小***2,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
6..18买的，，难道真的，有便宜没好货的，事？？？配的花洒小的可怜&hellip;&hellip;吐血,2017-09-16 22:26:24,j***q,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装简直超烂，不安装也就算了，让别人安装黑我380元，还没地方说，日,2017-09-10 10:31:04,jd_jason.zhou,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
你们的安装太差劲了！安装材料费还要150，你们有没有标准，太**坑了！,2016-06-27 10:24:17,j***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
我很不满意，说好的包安装，安装的时候还收费说是加这加那的材料费,2017-10-03 10:53:13,_***飞,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
售后安装太差劲了，一天推一天的，到现在还没看到热水器长啥样,2017-10-11 13:03:11,l***e,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
不知道为啥热的特别慢，要提前两个小时开，是因为容量么？,2017-10-17 21:55:31,1***m,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装人员上门两次说不能安装 也不给解决的办法 让我热水器就在那边空着,2017-06-26 00:01:20,有***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
混水阀和花洒都没有，怎么回事？又得另自费购买?,2017-06-24 14:57:20,l***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
售后相当差 差到不想提！200元封顶包安装就是骗人的,2017-10-09 17:13:25,j***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
花洒根本用不了，那根管可以扭，一边不可以扭，劣质产品,2017-10-06 21:13:44,a***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
